5000.09	336	0	0
5000.28	337	0	0
5000.29	338	0	0
5000.31	339	0	0
5000.7	340	0	0
5000.7	339	0	0
5000.88	338	0	0
5001.01	337	0	0
5000.09	283	0	0
5000.28	284	0	0
5000.29	285	0	0
5000.31	286	0	0
5000.7	287	0	0
5000.7	286	0	0
5000.88	285	0	0
5001.01	284	0	0
5000.09	236	0	0
5000.28	237	0	0
5000.29	238	0	0
5000.31	239	0	0
5000.7	240	0	0
5000.7	241	0	0
5000.88	240	0	0
5001.01	239	0	0
5000.09	210	0	0
5000.28	211	0	0
5000.29	212	0	0
5000.31	213	0	0
5000.7	214	0	0
5000.7	215	0	0
5000.88	214	0	0
5001.01	213	0	0
5000.09	202	0	0
5000.28	203	0	0
5000.29	204	0	0
5000.31	205	0	0
5000.7	206	0	0
5000.7	207	0	0
5000.88	206	0	0
5001.01	205	0	0
5000.09	185	0	0
5000.28	186	0	0
5000.29	187	0	0
5000.31	188	0	0
5000.7	189	0	0
5000.7	190	0	0
5000.88	189	0	0
5001.01	188	0	0
5000.09	200	0	0
5000.28	201	0	0
5000.29	202	0	0
5000.31	203	0	0
5000.7	204	0	0
5000.7	205	0	0
5000.88	204	0	0
5001.01	203	0	0
5000.09	188	0	0
5000.28	189	0	0
5000.29	190	0	0
5000.31	191	0	0
5000.7	192	0	0
5000.7	193	0	0
5000.88	192	0	0
5001.01	191	0	0
5000.09	200	0	0
5000.28	201	0	0
5000.29	202	0	0
5000.31	203	0	0
5000.7	204	0	0
5000.7	205	0	0
5000.88	204	0	0
5001.01	203	0	0
5000.09	185	0	0
5000.28	186	0	0
5000.29	187	0	0
5000.31	188	0	0
5000.7	189	0	0
5000.7	190	0	0
5000.88	189	0	0
5001.01	188	0	0
5000.09	203	0	0
5000.28	204	0	0
5000.29	205	0	0
5000.31	206	0	0
5000.7	207	0	0
5000.7	208	0	0
5000.88	207	0	0
5001.01	206	0	0
5000.09	202	0	0
5000.28	203	0	0
5000.29	204	0	0
5000.31	205	0	0
5000.7	206	0	0
5000.7	207	0	0
5000.88	206	0	0
5001.01	205	0	0
5000.09	213	0	0
5000.28	214	0	0
5000.29	215	0	0
5000.31	216	0	0
5000.7	217	0	0
5000.7	218	0	0
5000.88	217	0	0
5001.01	216	0	0
5000.09	221	0	0
5000.28	222	0	0
5000.29	223	0	0
5000.31	224	0	0
5000.7	225	0	0
5000.7	226	0	0
5000.88	225	0	0
5001.01	224	0	0
5000.09	222	0	0
5000.28	223	0	0
5000.29	224	0	0
5000.31	225	0	0
5000.7	226	0	0
5000.7	227	0	0
5000.88	226	0	0
5001.01	225	0	0
5000.09	229	0	0
5000.28	230	0	0
5000.29	231	0	0
5000.31	232	0	0
5000.7	233	0	0
5000.7	234	0	0
5000.88	233	0	0
5001.01	232	0	0
5000.09	227	0	0
5000.28	228	0	0
5000.29	229	0	0
5000.31	230	0	0
5000.7	231	0	0
5000.7	232	0	0
5000.88	231	0	0
5001.01	230	0	0
5000.09	221	0	0
5000.28	222	0	0
5000.29	223	0	0
5000.31	224	0	0
5000.7	225	0	0
5000.7	226	0	0
5000.88	225	0	0
5001.01	224	0	0
5000.09	215	0	0
5000.28	216	0	0
5000.29	217	0	0
5000.31	218	0	0
5000.7	219	0	0
5000.7	220	0	0
5000.88	219	0	0
5001.01	218	0	0
5000.09	212	0	0
5000.28	213	0	0
5000.29	214	0	0
5000.31	215	0	0
5000.7	216	0	0
5000.7	217	0	0
5000.88	216	0	0
5001.01	215	0	0
5000.09	198	0	0
5000.28	199	0	0
5000.29	200	0	0
5000.31	201	0	0
5000.7	202	0	0
5000.7	203	0	0
5000.88	202	0	0
5001.01	201	0	0
5000.09	200	0	0
5000.28	201	0	0
5000.29	202	0	0
5000.31	203	0	0
5000.7	204	0	0
5000.7	205	0	0
5000.88	204	0	0
5001.01	203	0	0
5000.09	210	0	0
5000.28	211	0	0
5000.29	212	0	0
5000.31	213	0	0
5000.7	214	0	0
5000.7	215	0	0
5000.88	214	0	0
5001.01	213	0	0
5000.09	203	0	0
5000.28	204	0	0
5000.29	205	0	0
5000.31	206	0	0
5000.7	207	0	0
5000.7	208	0	0
5000.88	207	0	0
5001.01	206	0	0
5000.09	221	0	0
5000.28	222	0	0
5000.29	223	0	0
5000.31	224	0	0
5000.7	225	0	0
5000.7	226	0	0
5000.88	225	0	0
5001.01	224	0	0
5000.09	212	0	0
5000.28	213	0	0
5000.29	214	0	0
5000.31	215	0	0
5000.7	216	0	0
5000.7	217	0	0
5000.88	216	0	0
5001.01	215	0	0
5000.09	222	0	0
5000.28	223	0	0
5000.29	224	0	0
5000.31	225	0	0
5000.7	226	0	0
5000.7	227	0	0
5000.88	226	0	0
5001.01	225	0	0
5000.09	205	0	0
5000.28	206	0	0
5000.29	207	0	0
5000.31	208	0	0
5000.7	209	0	0
5000.7	210	0	0
5000.88	209	0	0
5001.01	208	0	0
5000.09	224	0	0
5000.28	225	0	0
5000.29	226	0	0
5000.31	227	0	0
5000.7	228	0	0
5000.7	229	0	0
5000.88	228	0	0
5001.01	227	0	0
5000.09	227	0	0
5000.28	228	0	0
5000.29	229	0	0
5000.31	230	0	0
5000.7	231	0	0
5000.7	232	0	0
5000.88	231	0	0
5001.01	230	0	0
5000.09	241	0	0
5000.28	242	0	0
5000.29	243	0	0
5000.31	244	0	0
5000.7	245	0	0
5000.7	246	0	0
5000.88	245	0	0
5001.01	244	0	0
5000.09	252	0	0
5000.28	253	0	0
5000.29	254	0	0
5000.31	255	0	0
5000.7	256	0	0
5000.7	257	0	0
5000.88	256	0	0
5001.01	255	0	0
5000.09	253	0	0
5000.28	254	0	0
5000.29	255	0	0
5000.31	256	0	0
5000.7	257	0	0
5000.7	258	0	0
5000.88	257	0	0
5001.01	256	0	0
5000.09	259	0	0
5000.28	260	0	0
5000.29	261	0	0
5000.31	262	0	0
5000.7	263	0	0
5000.7	264	0	0
5000.88	263	0	0
5001.01	262	0	0
5000.09	253	0	0
5000.28	254	0	0
5000.29	255	0	0
5000.31	256	0	0
5000.7	257	0	0
5000.7	258	0	0
5000.88	257	0	0
5001.01	256	0	0
5000.09	246	0	0
5000.28	247	0	0
5000.29	248	0	0
5000.31	249	0	0
5000.7	250	0	0
5000.7	251	0	0
5000.88	250	0	0
5001.01	249	0	0
5000.09	245	0	0
5000.28	246	0	0
5000.29	247	0	0
5000.31	248	0	0
5000.7	249	0	0
5000.7	250	0	0
5000.88	249	0	0
5001.01	248	0	0
5000.09	237	0	0
5000.28	238	0	0
5000.29	239	0	0
5000.31	240	0	0
5000.7	241	0	0
5000.7	242	0	0
5000.88	241	0	0
5001.01	240	0	0
5000.09	227	0	0
5000.28	228	0	0
5000.29	229	0	0
5000.31	230	0	0
5000.7	231	0	0
5000.7	232	0	0
5000.88	231	0	0
5001.01	230	0	0
5000.09	224	0	0
5000.28	225	0	0
5000.29	226	0	0
5000.31	227	0	0
5000.7	228	0	0
5000.7	229	0	0
5000.88	228	0	0
5001.01	227	0	0
5000.09	237	0	0
5000.28	238	0	0
5000.29	239	0	0
5000.31	240	0	0
5000.7	241	0	0
5000.7	242	0	0
5000.88	241	0	0
5001.01	240	0	0
5000.09	237	0	0
5000.28	238	0	0
5000.29	239	0	0
5000.31	240	0	0
5000.7	241	0	0
5000.7	242	0	0
5000.88	241	0	0
5001.01	240	0	0
5000.09	252	0	0
5000.28	253	0	0
5000.29	254	0	0
5000.31	255	0	0
5000.7	256	0	0
5000.7	257	0	0
5000.88	256	0	0
5001.01	255	0	0
5000.09	241	0	0
5000.28	242	0	0
5000.29	243	0	0
5000.31	244	0	0
5000.7	245	0	0
5000.7	246	0	0
5000.88	245	0	0
5001.01	244	0	0
5000.09	247	0	0
5000.28	248	0	0
5000.29	249	0	0
5000.31	250	0	0
5000.7	251	0	0
5000.7	252	0	0
5000.88	251	0	0
5001.01	250	0	0
5000.09	228	0	0
5000.28	229	0	0
5000.29	230	0	0
5000.31	231	0	0
5000.7	232	0	0
5000.7	233	0	0
5000.88	232	0	0
5001.01	231	0	0
5000.09	243	0	0
5000.28	244	0	0
5000.29	245	0	0
5000.31	246	0	0
5000.7	247	0	0
5000.7	248	0	0
5000.88	247	0	0
5001.01	246	0	0
5000.09	251	0	0
5000.28	252	0	0
5000.29	253	0	0
5000.31	254	0	0
5000.7	255	0	0
5000.7	256	0	0
5000.88	255	0	0
5001.01	254	0	0
5000.09	262	0	0
5000.28	263	0	0
5000.29	264	0	0
5000.31	265	0	0
5000.7	266	0	0
5000.7	267	0	0
5000.88	266	0	0
5001.01	265	0	0
5000.09	278	0	0
5000.28	279	0	0
5000.29	280	0	0
5000.31	281	0	0
5000.7	282	0	0
5000.7	281	0	0
5000.88	280	0	0
5001.01	279	0	0
5000.09	276	0	0
5000.28	277	0	0
5000.29	278	0	0
5000.31	279	0	0
5000.7	280	0	0
5000.7	279	0	0
5000.88	278	0	0
5001.01	277	0	0
5000.09	271	0	0
5000.28	272	0	0
5000.29	273	0	0
5000.31	274	0	0
5000.7	275	0	0
5000.7	274	0	0
5000.88	273	0	0
5001.01	272	0	0
5000.09	264	0	0
5000.28	265	0	0
5000.29	266	0	0
5000.31	267	0	0
5000.7	268	0	0
5000.7	269	0	0
5000.88	268	0	0
5001.01	267	0	0
5000.09	258	0	0
5000.28	259	0	0
