1	31
2	22
3	41
4	53
5	31
6	25
7	20
8	25
9	52
10	40
11	38
12	18
13	46
14	32
15	40
16	28
17	23
18	54
19	24
20	34
21	41
22	55
23	53
24	50
25	62
26	59
27	46
28	34
29	67
30	31
31	20
32	48
33	55
34	35
35	56
36	54
37	21
38	39
39	39
40	66
41	41
42	15
43	39
44	56
45	44
46	57
47	24
48	20
49	56
50	50
51	21
52	55
53	47
54	51
55	35
56	34
57	36
58	45
59	20
60	30
61	24
62	20
63	32
64	20
65	67
66	37
67	30
68	41
69	53
70	42
71	34
72	49
73	60
74	42
75	42
76	36
77	22
78	36
79	52
80	32
81	56
82	49
83	65
84	31
85	21
86	52
87	28
88	53
89	38
90	33
91	56
92	34
93	67
94	17
95	24
96	20
97	24
98	45
99	23
100	44
101	44
102	33
103	57
104	26
105	40
106	54
107	36
108	18
109	34
110	43
111	42
112	55
113	28
114	42
115	29
116	46
117	73
118	28
119	41
120	62
121	49
122	37
123	24
124	57
125	40
126	60
127	45
128	32
129	27
130	59
131	58
132	59
133	39
134	55
135	53
136	49
137	10
138	57
139	24
140	15
141	30
142	35
143	48
144	50
145	33
146	58
147	48
148	61
149	23
150	23
151	24
152	42
153	38
154	37
155	54
156	32
157	36
158	47
159	55
160	16
161	55
162	52
163	21
164	29
165	36
166	51
167	44
168	54
169	53
170	50
171	60
172	60
173	35
174	32
175	37
176	48
177	33
178	60
179	51
180	52
181	30
182	57
183	22
184	43
185	47
186	26
187	40
188	41
189	38
190	27
191	48
192	59
193	44
194	51
195	60
196	51
197	38
198	26
199	46
200	55
201	43
202	25
203	57
204	43
205	49
206	31
207	46
208	52
209	31
210	42
211	58
212	67
213	20
214	39
215	51
216	55
217	59
218	26
219	46
220	47
221	50
222	40
223	42
224	55
225	53
226	25
227	19
228	21
229	45
230	45
231	53
232	23
233	22
234	41
235	29
236	51
237	49
238	66
239	55
240	57
241	50
242	41
243	64
244	55
245	51
246	44
247	44
248	45
249	58
250	44
251	43
252	15
253	51
254	54
255	49
256	24
257	58
258	38
259	50
260	52
261	48
262	66
263	43
264	54
265	49
266	33
267	50
268	32
269	47
270	53
271	57
272	39
273	62
274	61
275	36
276	11
277	45
278	32
279	37
280	37
281	43
282	38
283	53
284	49
285	26
286	36
287	60
288	27
289	54
290	55
291	49
292	44
293	27
294	45
295	48
296	54
297	59
298	40
299	27
300	43
