1	29
2	16
3	19
4	29
5	22
6	17
7	17
8	19
9	34
10	25
11	8
12	16
13	20
14	16
15	12
16	22
17	26
18	21
19	17
20	15
21	9
22	23
23	26
24	22
25	15
26	14
27	20
28	18
29	22
30	28
31	16
32	34
33	17
34	17
35	19
36	26
37	22
38	20
39	18
40	28
41	22
42	17
43	10
44	18
45	19
46	19
47	18
48	14
49	17
50	16
51	14
52	15
53	26
54	15
55	17
56	19
57	12
58	26
59	22
60	8
61	22
62	24
63	14
64	17
65	16
66	23
67	27
68	17
69	21
70	18
71	26
72	21
73	19
74	8
75	15
76	20
77	19
78	25
79	22
80	14
81	26
82	19
83	17
84	19
85	16
86	14
87	22
88	12
89	16
90	24
91	15
92	14
93	26
94	25
95	18
96	18
97	22
98	18
99	20
100	19
101	22
102	16
103	28
104	19
105	16
106	14
107	10
108	17
109	14
110	17
111	24
112	30
113	31
114	16
115	20
116	11
117	9
118	7
119	22
120	20
121	21
122	22
123	9
124	21
125	27
126	13
127	12
128	10
129	22
130	16
131	11
132	15
133	18
134	20
135	9
136	9
137	17
138	11
139	10
140	17
141	14
142	13
143	19
144	16
145	17
146	25
147	20
148	21
149	15
150	26
151	11
152	28
153	9
154	17
155	22
156	18
157	12
158	24
159	13
160	25
161	4
162	28
163	26
164	18
165	16
166	14
167	21
168	19
169	4
170	15
171	20
172	14
173	17
174	6
175	21
176	27
177	18
178	13
179	19
180	9
181	14
182	18
183	24
184	21
185	18
186	19
187	21
188	28
189	13
190	14
191	20
192	13
193	12
194	13
195	17
196	25
197	25
198	13
199	7
200	20
201	14
202	28
203	20
204	23
205	12
206	21
207	10
208	15
209	21
210	15
211	26
212	12
213	19
214	20
215	20
216	28
217	27
218	9
219	20
220	9
221	17
222	30
223	31
224	17
225	26
226	17
227	15
228	30
229	19
230	16
231	13
232	18
233	18
234	13
235	23
236	24
237	9
238	20
239	28
240	26
241	27
242	23
243	23
244	23
245	11
246	21
247	20
248	22
249	29
250	36
251	17
252	22
253	26
254	9
255	32
256	17
257	19
258	36
259	8
260	20
261	25
262	24
263	34
264	26
265	30
266	18
267	14
268	22
269	30
270	11
271	15
272	21
273	27
274	17
275	24
276	16
277	29
278	25
279	8
280	17
281	21
282	9
283	17
284	28
285	13
286	20
287	20
288	19
289	13
290	16
291	30
292	23
293	13
294	18
295	25
296	18
297	17
298	13
299	30
300	11
301	27
302	21
303	17
304	4
305	10
306	9
307	9
308	24
309	21
310	21
311	30
312	14
313	29
314	27
315	14
316	11
317	25
318	24
319	21
320	25
321	13
322	20
323	19
324	22
325	16
326	16
327	14
328	5
329	20
330	27
331	18
332	17
333	20
334	19
335	9
336	22
337	23
338	31
339	13
340	30
341	32
342	25
343	20
344	17
345	24
346	15
347	10
348	16
349	23
350	29
351	19
352	17
353	22
354	15
355	31
356	19
357	15
358	15
359	20
360	19
361	14
362	26
363	24
364	25
365	11
366	34
367	20
368	24
369	26
370	17
371	15
372	22
373	15
374	24
375	12
376	26
377	22
378	17
379	22
380	22
381	21
382	19
383	32
384	15
385	20
386	13
387	16
388	18
389	16
390	22
391	15
392	22
393	13
394	20
395	27
396	18
397	22
398	19
399	18
400	27
401	23
402	23
403	8
404	16
405	4
406	23
407	14
408	11
409	22
410	18
411	21
412	19
413	22
414	33
415	22
416	9
417	7
418	18
419	6
420	14
421	9
422	18
423	26
424	24
425	9
426	13
427	20
428	6
429	26
430	17
431	20
432	17
433	22
434	13
435	26
436	27
437	23
438	25
439	18
440	19
441	22
442	25
443	11
444	14
445	11
446	12
447	9
448	25
449	18
450	13
451	15
452	23
453	20
454	24
455	10
456	16
457	17
458	7
459	16
460	10
461	22
462	12
463	20
464	17
465	23
466	17
467	16
468	15
469	20
470	14
471	13
472	23
473	19
474	11
475	19
476	15
477	31
478	22
479	22
480	12
481	20
482	19
483	23
484	22
485	11
486	6
487	22
488	22
489	28
490	13
491	24
492	16
493	20
494	16
495	17
496	20
497	12
498	20
499	14
500	7
501	20
502	23
503	24
504	21
505	23
506	18
507	21
508	13
509	12
510	26
511	25
512	13
513	16
514	22
515	17
516	19
517	26
518	9
519	9
520	7
521	23
522	6
523	15
524	16
525	13
526	17
527	10
528	20
529	24
530	7
531	19
532	22
533	24
534	11
535	18
536	23
537	18
538	20
539	24
540	15
541	21
542	22
543	25
544	20
545	16
546	18
547	25
548	15
549	23
550	17
551	12
552	23
553	19
554	28
555	15
556	7
557	23
558	23
559	19
560	18
561	22
562	19
563	16
564	16
565	10
566	16
567	21
568	15
569	9
570	11
571	11
572	20
573	27
574	18
575	16
576	13
577	9
578	22
579	6
580	23
581	17
582	13
583	16
584	16
585	18
586	21
587	14
588	13
589	29
590	19
591	24
592	11
593	7
594	31
595	27
596	20
597	15
598	35
599	21
600	30
601	24
602	25
603	22
604	22
605	13
606	18
607	26
608	20
609	19
610	14
611	16
612	19
613	11
614	21
615	20
616	29
617	18
618	11
619	21
620	25
621	17
622	10
623	23
624	10
625	21
626	18
627	11
628	20
629	10
630	18
631	19
632	23
633	21
634	6
635	13
636	10
637	22
638	15
639	13
640	25
641	18
642	21
643	4
644	13
645	20
646	21
647	24
648	24
649	24
650	16
651	21
652	18
653	16
654	6
655	30
656	22
657	18
658	16
659	18
660	12
661	5
662	14
663	16
664	6
665	19
666	13
667	24
668	24
669	22
670	15
671	22
672	16
673	20
674	7
675	16
676	20
677	21
678	16
679	13
680	29
681	17
682	17
683	22
684	22
685	28
686	13
687	22
688	25
689	15
690	22
691	22
692	3
693	15
694	17
695	23
696	16
697	7
698	14
699	28
700	24
701	15
702	33
703	17
704	9
705	17
706	21
707	23
708	21
709	16
710	22
711	18
712	29
713	31
714	19
715	23
716	11
717	16
718	25
719	17
720	14
721	26
722	13
723	10
724	17
725	26
726	18
727	26
728	12
729	17
730	28
731	25
732	21
733	13
734	15
735	11
736	22
737	21
738	10
739	21
740	12
741	21
742	33
743	8
744	15
745	14
746	21
747	18
748	19
749	26
750	16
751	8
752	21
753	16
754	22
755	3
756	18
757	8
758	17
759	20
760	6
761	30
762	19
763	24
764	14
765	22
766	29
767	17
768	22
769	11
770	11
771	21
772	9
773	22
774	7
775	12
776	13
777	25
778	10
779	22
780	23
781	25
782	18
783	12
784	13
785	21
786	18
787	23
788	26
789	9
790	31
791	27
792	21
793	17
794	45
795	9
796	17
797	23
798	17
799	21
800	23
801	18
802	24
803	19
804	19
805	18
806	19
807	20
808	26
809	9
810	15
811	10
812	22
813	16
814	21
815	15
816	11
817	17
818	20
819	19
820	20
821	16
822	32
823	20
824	17
825	30
826	18
827	9
828	24
829	22
830	11
831	11
832	13
833	20
834	14
835	15
836	13
837	12
838	18
839	31
840	5
841	19
842	17
843	8
844	10
845	14
846	32
847	8
848	6
849	16
850	12
851	27
852	18
853	17
854	18
855	20
856	14
857	15
858	15
859	16
860	13
861	29
862	17
863	18
864	24
865	20
866	26
867	22
868	15
869	8
870	14
871	28
872	26
873	30
874	22
875	18
876	15
877	13
878	21
879	18
880	22
881	24
882	19
883	22
884	23
885	14
886	19
887	15
888	31
889	19
890	32
891	8
892	16
893	14
894	5
895	16
896	19
897	9
898	22
899	32
900	28
901	21
902	16
903	25
904	18
905	19
906	16
907	15
908	18
909	17
910	12
911	17
912	17
913	8
914	11
915	3
916	16
917	10
918	12
919	17
920	12
921	16
922	18
923	23
924	21
925	33
926	22
927	9
928	20
929	21
930	9
931	34
932	13
933	24
934	15
935	12
936	22
937	15
938	8
939	20
940	23
941	17
942	22
943	31
944	21
945	23
946	19
947	19
948	22
949	12
950	11
951	30
952	31
953	20
954	23
955	14
956	21
957	15
958	23
959	27
960	27
961	10
962	33
963	25
964	21
965	11
966	21
967	20
968	19
969	31
970	21
971	21
972	17
973	17
974	23
975	18
976	21
977	18
978	23
979	22
980	21
981	22
982	10
983	25
984	17
985	21
986	21
987	27
988	19
989	16
990	12
991	27
992	18
993	13
994	19
995	25
996	7
997	24
998	16
999	24
1000	12
