1	59
2	35
3	74
4	74
5	44
6	30
7	51
8	28
9	45
10	48
11	27
12	41
13	38
14	24
15	51
16	62
17	21
18	34
19	54
20	57
21	38
22	22
23	46
24	28
25	44
26	28
27	35
28	57
29	53
30	55
31	43
32	44
33	23
34	27
35	24
36	72
37	41
38	32
39	58
40	39
41	61
42	37
43	26
44	60
45	34
46	32
47	49
48	27
49	50
50	75
51	34
52	35
53	29
54	52
55	33
56	32
57	46
58	48
59	37
60	41
61	50
62	47
63	60
64	47
65	51
66	26
67	26
68	52
69	52
70	36
71	56
72	53
73	44
74	48
75	29
76	23
77	35
78	58
79	56
80	29
81	59
82	48
83	21
84	62
85	11
86	51
87	47
88	57
89	33
90	55
91	22
92	55
93	30
94	28
95	32
96	18
97	45
98	36
99	41
100	61
101	35
102	39
103	29
104	32
105	34
106	56
107	43
108	23
109	47
110	38
111	26
112	51
113	44
114	51
115	44
116	34
117	47
118	32
119	40
120	49
121	18
122	29
123	36
124	57
125	31
126	27
127	64
128	52
129	25
130	38
131	29
132	47
133	58
134	32
135	49
136	48
137	33
138	58
139	54
140	24
141	54
142	41
143	67
144	47
145	22
146	56
147	16
148	23
149	18
150	34
151	33
152	46
153	18
154	22
155	42
156	36
157	30
158	44
159	23
160	51
161	16
162	51
163	58
164	22
165	52
166	52
167	24
168	35
169	25
170	43
171	43
172	48
173	58
174	20
175	36
176	53
177	43
178	24
179	34
180	13
181	42
182	52
183	27
184	33
185	45
186	44
187	51
188	32
189	39
190	18
191	45
192	35
193	68
194	56
195	48
196	67
197	58
198	60
199	59
200	47
201	35
202	28
203	30
204	44
205	49
206	31
207	51
208	52
209	53
210	28
211	34
212	52
213	39
214	27
215	28
216	57
217	58
218	30
219	19
220	48
221	50
222	45
223	34
224	33
225	41
226	70
227	33
228	34
229	59
230	22
231	41
232	52
233	52
234	38
235	69
236	25
237	28
238	59
239	53
240	43
241	32
242	33
243	67
244	52
245	28
246	29
247	67
248	18
249	49
250	50
251	62
252	73
253	33
254	48
255	39
256	31
257	20
258	31
259	67
260	23
261	62
262	71
263	49
264	35
265	47
266	40
267	48
268	23
269	31
270	30
271	63
272	33
273	35
274	21
275	26
276	44
277	55
278	45
279	64
280	58
281	43
282	25
283	25
284	66
285	31
286	54
287	41
288	15
289	28
290	24
291	41
292	22
293	26
294	42
295	32
296	26
297	28
298	61
299	12
300	58
